cust_id,trans_Category_large,trans_Category_medium,trans_Category_small,credit_balance,savings_balance,acct_type_CC  ,acct_type_CK  ,acct_type_SV  
1362480,0.6208619604355385,0.28726099896384166,0.6600021524013989,-0.6439369449528035,0.22477062799902917,0.648799021993846,0.5280588545286915,0.7612965562484961
1362484,-0.25054623646111224,-0.5333084353615652,0.9326456058409134,-0.3672386945057221,0.7611013513595573,0.648799021993846,0.5280588545286915,0.7612965562484961
1362485,0.27229868167687826,0.12314711209876031,0.7417951884332533,0.21055839555631212,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362486,-0.5991095152197725,-0.861536209091728,-0.9758585682356876,-0.6597609327400094,-0.3905170257658806,-1.5413093517417256,0.5280588545286915,0.7612965562484961
1362487,-0.42482787584044235,-1.0256500959568093,-0.23972124394899863,0.565197697849276,-0.4498509802288549,0.648799021993846,0.5280588545286915,0.7612965562484961
1362488,-0.5991095152197725,-0.040966774766321074,0.905381260496962,-0.6597609327400094,-0.45725121896158577,-1.5413093517417256,0.5280588545286915,-1.3135485663140034
1362489,0.6208619604355385,0.9437165464241672,0.5509447710255932,-0.6439369449528035,-0.24273615282621722,0.648799021993846,0.5280588545286915,0.7612965562484961
1362492,2.0151150754701797,2.2566276413448185,0.11471524552237013,0.9226378459805752,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362496,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,-0.31311592522695275,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362497,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,-0.4510164173605417,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362498,-0.42482787584044235,-0.6974223222266467,-0.1579282079171443,-0.6597609327400094,0.8677015319564131,-1.5413093517417256,0.5280588545286915,0.7612965562484961
1362499,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,0.843517907044546,-0.45725121896158577,0.648799021993846,-1.8937283058959975,-1.3135485663140034
1362500,-0.07626459708178203,-0.6974223222266467,-1.2757663670191535,-0.6597609327400094,-0.26435702099337355,-1.5413093517417256,0.5280588545286915,0.7612965562484961
1362501,0.4465803210562084,0.28726099896384166,0.08745090017841868,-0.6224163215622035,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362502,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,-0.056708274116613416,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362503,-0.42482787584044235,-0.20508066163140246,0.905381260496962,-0.6597609327400094,-0.45725121896158577,-1.5413093517417256,0.5280588545286915,-1.3135485663140034
1362505,-0.25054623646111224,-0.861536209091728,0.9871742965288163,-0.6597609327400094,-0.33916889913628767,-1.5413093517417256,0.5280588545286915,0.7612965562484961
1362506,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,2.676355028479344,-0.45725121896158577,0.648799021993846,-1.8937283058959975,-1.3135485663140034
1362507,-0.07626459708178203,-0.861536209091728,0.9599099511848649,-0.6597609327400094,-0.45725121896158577,-1.5413093517417256,0.5280588545286915,-1.3135485663140034
1362508,0.09801704229754811,-0.20508066163140246,0.8235882244651076,0.18853931655041525,-0.3107907920331932,0.648799021993846,0.5280588545286915,0.7612965562484961
1362509,-0.42482787584044235,-0.6974223222266467,0.9871742965288163,-0.6518489388464064,-0.26330640525397114,0.648799021993846,0.5280588545286915,0.7612965562484961
1362510,-0.25054623646111224,-0.040966774766321074,0.7417951884332533,-0.6597609327400094,-0.45725121896158577,-1.5413093517417256,0.5280588545286915,-1.3135485663140034
1362511,-0.07626459708178203,-0.040966774766321074,0.8235882244651076,0.056219130673799876,-0.027400113736015058,0.648799021993846,0.5280588545286915,0.7612965562484961
1362512,-0.07626459708178203,0.45137488582892304,0.7417951884332533,0.8280578709764459,0.22843917148251633,0.648799021993846,0.5280588545286915,0.7612965562484961
1362513,-0.42482787584044235,-0.861536209091728,-0.6486864241082703,-0.6597609327400094,-0.2551368631929346,-1.5413093517417256,0.5280588545286915,0.7612965562484961
1362516,-0.5991095152197725,-0.36919454849648387,-1.0849159496114933,-0.31897553175474425,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362520,0.7951435998148686,1.4360582070194114,0.44188738964978747,-0.6439369449528035,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362523,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,-0.38412147421563836,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362524,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,-0.10185030449323333,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362525,-0.42482787584044235,-0.36919454849648387,0.9326456058409134,0.1717975374715514,-0.27729165083421353,0.648799021993846,0.5280588545286915,0.7612965562484961
1362526,1.143706878573529,0.45137488582892304,0.5509447710255932,0.9086810887522596,0.20052609101817379,0.648799021993846,0.5280588545286915,0.7612965562484961
1362528,-0.25054623646111224,0.28726099896384166,0.7963238791211562,-0.2324420545404091,-0.30228252686491763,0.648799021993846,0.5280588545286915,0.7612965562484961
1362529,0.4465803210562084,0.12314711209876031,0.7145308430893018,-0.3168313814095779,0.044024533334508675,0.648799021993846,0.5280588545286915,0.7612965562484961
1362530,0.7951435998148686,1.6001720938844928,0.414623044305836,0.9226378459805752,0.05974358193824584,0.648799021993846,0.5280588545286915,0.7612965562484961
1362531,0.7951435998148686,2.4207415282099,0.2783013175860788,1.0808777238526337,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362535,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,-0.45725121896158577,0.648799021993846,-1.8937283058959975,-1.3135485663140034
1362537,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,0.46343837400142557,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362540,1.143706878573529,3.241310962535307,0.08745090017841868,-0.6597609327400094,-0.45725121896158577,-1.5413093517417256,0.5280588545286915,-1.3135485663140034
1362541,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,0.9969789406048684,-0.45725121896158577,0.648799021993846,-1.8937283058959975,-1.3135485663140034
1362542,-0.42482787584044235,0.28726099896384166,-0.4305716613566587,-0.6439369449528035,0.49274653438202387,0.648799021993846,0.5280588545286915,0.7612965562484961
1362546,-0.07626459708178203,-0.20508066163140246,0.8508525698090591,0.3629671339287853,0.11169452087733188,0.648799021993846,0.5280588545286915,0.7612965562484961
1362547,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,0.09387230961345619,-0.45725121896158577,0.648799021993846,-1.8937283058959975,-1.3135485663140034
1362548,0.9694252391941987,1.9283998676146556,0.3328300082739817,-0.6054213586787444,-0.3114165686211433,0.648799021993846,0.5280588545286915,0.7612965562484961
1362549,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,0.1314384566202829,0.13979705663894382,0.648799021993846,-1.8937283058959975,0.7612965562484961
1362550,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,-0.1772190663887269,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362551,0.09801704229754811,0.28726099896384166,0.19650828155422445,-0.6597609327400094,-0.45725121896158577,-1.5413093517417256,0.5280588545286915,-1.3135485663140034
1362552,-0.42482787584044235,-0.5333084353615652,0.9599099511848649,-0.269565129889194,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362555,-0.42482787584044235,0.9437165464241672,0.7145308430893018,-0.6597609327400094,-0.30764468588460014,-1.5413093517417256,0.5280588545286915,0.7612965562484961
1362556,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6439369449528035,-0.20497713797348555,0.648799021993846,-1.8937283058959975,0.7612965562484961
1362557,-0.25054623646111224,-0.040966774766321074,0.8508525698090591,0.1314384566202829,-0.4177182135980598,0.648799021993846,0.5280588545286915,0.7612965562484961
1362562,2.886523272366831,1.4360582070194114,0.11471524552237013,6.856633266182768,1.7615401423337127,0.648799021993846,0.5280588545286915,0.7612965562484961
1362563,-0.25054623646111224,0.12314711209876031,0.8235882244651076,0.1314384566202829,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362565,0.6208619604355385,1.27194432015433,0.4964160803376903,0.414838165895246,0.08307528885044006,0.648799021993846,0.5280588545286915,0.7612965562484961
1362566,7.069282617470754,1.1078304332892486,-0.4851003520445616,-0.6439369449528035,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362567,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,2.495530151442256,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362568,-0.07626459708178203,0.6154887726940045,0.7145308430893018,-0.6597609327400094,-0.23553111046036984,0.648799021993846,0.5280588545286915,0.7612965562484961
1362569,1.317988517952859,0.45137488582892304,0.5236804256816417,6.61927344937468,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362570,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,-0.35726475056031237,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362571,-0.5991095152197725,-0.040966774766321074,0.6327378070574475,0.09922081748553176,0.5423206705008223,0.648799021993846,0.5280588545286915,0.7612965562484961
1362572,-0.25054623646111224,-0.20508066163140246,0.8781169151530105,-0.367040894658382,-0.20874902071002874,0.648799021993846,0.5280588545286915,0.7612965562484961
1362573,2.7122416329875003,1.4360582070194114,0.14197959086632156,-0.6597609327400094,5.512950224632612,-1.5413093517417256,0.5280588545286915,0.7612965562484961
1362574,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,0.36879827342837057,-0.45725121896158577,0.648799021993846,-1.8937283058959975,-1.3135485663140034
1362577,2.1893967148495097,0.6154887726940045,0.3600943536179331,0.7709016270890584,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362578,-0.42482787584044235,-0.040966774766321074,0.8781169151530105,-0.08123593923976363,0.03787584777767794,0.648799021993846,0.5280588545286915,0.7612965562484961
1362579,-0.42482787584044235,0.45137488582892304,0.7963238791211562,0.17099842608829752,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362580,-0.42482787584044235,0.9437165464241672,0.7145308430893018,0.5270381513004291,-0.3634478825348284,0.648799021993846,0.5280588545286915,0.7612965562484961
1362584,-0.42482787584044235,-0.861536209091728,1.0144386418727678,0.1314384566202829,0.6906010164969228,0.648799021993846,0.5280588545286915,0.7612965562484961
1362585,-0.25054623646111224,0.28726099896384166,0.7963238791211562,-0.6597609327400094,-0.45725121896158577,-1.5413093517417256,0.5280588545286915,-1.3135485663140034
1362586,-0.42482787584044235,-0.36919454849648387,0.9326456058409134,2.2676768078930722,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362587,-0.25054623646111224,0.28726099896384166,0.7963238791211562,0.020227470451800258,0.45912108965153137,0.648799021993846,0.5280588545286915,0.7612965562484961
1362588,-0.5991095152197725,-0.20508066163140246,0.9326456058409134,0.1314384566202829,-0.4516766403661771,0.648799021993846,0.5280588545286915,0.7612965562484961
1362589,-0.5991095152197725,-1.0256500959568093,-1.6302028564905222,-0.6597609327400094,0.021370272636792493,-1.5413093517417256,-1.8937283058959975,0.7612965562484961
1362590,-0.5991095152197725,-0.6974223222266467,0.2237726268981759,-0.6597609327400094,-0.13664692742502688,-1.5413093517417256,0.5280588545286915,0.7612965562484961
1362591,0.09801704229754811,1.4360582070194114,0.5509447710255932,0.5654667056416585,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
1362592,2.0151150754701797,0.6154887726940045,0.3873586989618846,-0.4144100020993827,-0.45725121896158577,0.648799021993846,0.5280588545286915,-1.3135485663140034
